pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name,order_month,order_day_name,is_weekend,order_hour,time_of_day,price_band
31175,13766,hawaiian_l,1,2015-08-17,19:22:01,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,August,Monday,False,19,Dinner,Standard
31176,13767,brie_carre_s,1,2015-08-17,19:34:11,23.65,23.65,S,Supreme,"Brie Carre Cheese, Prosciutto, Caramelized Onions, Pears, Thyme, Garlic",The Brie Carre Pizza,August,Monday,False,19,Dinner,Premium
31177,13767,ital_supr_l,1,2015-08-17,19:34:11,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,August,Monday,False,19,Dinner,Premium
31178,13767,prsc_argla_m,1,2015-08-17,19:34:11,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,August,Monday,False,19,Dinner,Standard
31179,13767,spinach_fet_m,1,2015-08-17,19:34:11,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,August,Monday,False,19,Dinner,Standard
31180,13768,ital_supr_m,1,2015-08-17,19:56:20,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,August,Monday,False,19,Dinner,Standard
31181,13768,peppr_salami_s,1,2015-08-17,19:56:20,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Monday,False,19,Dinner,Budget
31182,13768,spin_pesto_s,1,2015-08-17,19:56:20,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,August,Monday,False,19,Dinner,Budget
31183,13769,classic_dlx_m,1,2015-08-17,20:18:15,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,August,Monday,False,20,Dinner,Standard
31184,13769,peppr_salami_s,1,2015-08-17,20:18:15,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Monday,False,20,Dinner,Budget
31185,13770,thai_ckn_l,1,2015-08-17,20:27:15,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,August,Monday,False,20,Dinner,Premium
31186,13771,cali_ckn_m,1,2015-08-17,20:55:48,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Monday,False,20,Dinner,Standard
31187,13771,classic_dlx_s,1,2015-08-17,20:55:48,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,August,Monday,False,20,Dinner,Budget
31188,13771,green_garden_m,1,2015-08-17,20:55:48,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,August,Monday,False,20,Dinner,Standard
31189,13771,spin_pesto_l,1,2015-08-17,20:55:48,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,August,Monday,False,20,Dinner,Premium
31190,13772,big_meat_s,1,2015-08-17,21:00:22,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,August,Monday,False,21,Dinner,Budget
31191,13772,napolitana_s,1,2015-08-17,21:00:22,12.0,12.0,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,August,Monday,False,21,Dinner,Budget
31192,13772,pepperoni_m,1,2015-08-17,21:00:22,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,August,Monday,False,21,Dinner,Budget
31193,13772,southw_ckn_s,1,2015-08-17,21:00:22,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Monday,False,21,Dinner,Standard
31194,13773,spinach_fet_l,1,2015-08-17,21:03:19,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,August,Monday,False,21,Dinner,Premium
31195,13774,pep_msh_pep_s,1,2015-08-17,21:48:32,11.0,11.0,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",August,Monday,False,21,Dinner,Budget
31196,13774,southw_ckn_l,2,2015-08-17,21:48:32,20.75,41.5,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Monday,False,21,Dinner,Premium
31197,13774,spin_pesto_s,1,2015-08-17,21:48:32,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,August,Monday,False,21,Dinner,Budget
31198,13775,peppr_salami_l,1,2015-08-17,22:41:17,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Monday,False,22,Late Night,Premium
31199,13775,peppr_salami_s,1,2015-08-17,22:41:17,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Monday,False,22,Late Night,Budget
31200,13775,sicilian_s,1,2015-08-17,22:41:17,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,August,Monday,False,22,Late Night,Budget
31201,13775,spinach_supr_s,1,2015-08-17,22:41:17,12.5,12.5,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,August,Monday,False,22,Late Night,Budget
31202,13776,prsc_argla_s,1,2015-08-18,11:30:00,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,August,Tuesday,False,11,Lunch,Budget
31203,13777,thai_ckn_l,1,2015-08-18,11:32:01,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,August,Tuesday,False,11,Lunch,Premium
31204,13778,soppressata_s,1,2015-08-18,11:32:53,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,August,Tuesday,False,11,Lunch,Budget
31205,13779,spinach_fet_l,1,2015-08-18,11:36:47,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,August,Tuesday,False,11,Lunch,Premium
31206,13780,classic_dlx_s,1,2015-08-18,11:38:50,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,August,Tuesday,False,11,Lunch,Budget
31207,13780,pepperoni_l,1,2015-08-18,11:38:50,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,August,Tuesday,False,11,Lunch,Standard
31208,13780,spinach_fet_m,1,2015-08-18,11:38:50,16.0,16.0,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,August,Tuesday,False,11,Lunch,Standard
31209,13780,thai_ckn_s,1,2015-08-18,11:38:50,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,August,Tuesday,False,11,Lunch,Standard
31210,13781,four_cheese_l,1,2015-08-18,11:50:31,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,August,Tuesday,False,11,Lunch,Premium
31211,13782,ital_veggie_l,1,2015-08-18,11:54:27,21.0,21.0,L,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,August,Tuesday,False,11,Lunch,Premium
31212,13782,mexicana_l,1,2015-08-18,11:54:27,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,August,Tuesday,False,11,Lunch,Premium
31213,13782,peppr_salami_l,1,2015-08-18,11:54:27,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Tuesday,False,11,Lunch,Premium
31214,13783,bbq_ckn_l,1,2015-08-18,12:15:53,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,August,Tuesday,False,12,Lunch,Premium
31215,13784,cali_ckn_l,1,2015-08-18,12:21:27,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,12,Lunch,Premium
31216,13784,pep_msh_pep_l,1,2015-08-18,12:21:27,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",August,Tuesday,False,12,Lunch,Standard
31217,13784,prsc_argla_l,2,2015-08-18,12:21:27,20.75,41.5,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,August,Tuesday,False,12,Lunch,Premium
31218,13785,ital_cpcllo_m,1,2015-08-18,12:27:40,16.0,16.0,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,August,Tuesday,False,12,Lunch,Standard
31219,13786,thai_ckn_l,1,2015-08-18,12:39:34,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,August,Tuesday,False,12,Lunch,Premium
31220,13786,thai_ckn_s,1,2015-08-18,12:39:34,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,August,Tuesday,False,12,Lunch,Standard
31221,13786,veggie_veg_s,1,2015-08-18,12:39:34,12.0,12.0,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,August,Tuesday,False,12,Lunch,Budget
31222,13787,soppressata_l,1,2015-08-18,12:56:29,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,August,Tuesday,False,12,Lunch,Premium
31223,13788,cali_ckn_m,1,2015-08-18,12:58:33,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,12,Lunch,Standard
31224,13788,ital_veggie_m,1,2015-08-18,12:58:33,16.75,16.75,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,August,Tuesday,False,12,Lunch,Standard
31225,13788,pepperoni_l,1,2015-08-18,12:58:33,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,August,Tuesday,False,12,Lunch,Standard
31226,13788,southw_ckn_m,1,2015-08-18,12:58:33,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,12,Lunch,Standard
31227,13788,spin_pesto_m,1,2015-08-18,12:58:33,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,August,Tuesday,False,12,Lunch,Standard
31228,13789,peppr_salami_l,1,2015-08-18,13:02:05,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Tuesday,False,13,Lunch,Premium
31229,13789,southw_ckn_l,1,2015-08-18,13:02:05,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,13,Lunch,Premium
31230,13789,the_greek_s,1,2015-08-18,13:02:05,12.0,12.0,S,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,August,Tuesday,False,13,Lunch,Budget
31231,13790,green_garden_s,1,2015-08-18,13:22:12,12.0,12.0,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese",The Green Garden Pizza,August,Tuesday,False,13,Lunch,Budget
31232,13790,ital_cpcllo_l,1,2015-08-18,13:22:12,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,August,Tuesday,False,13,Lunch,Premium
31233,13791,cali_ckn_l,1,2015-08-18,13:26:20,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,13,Lunch,Premium
31234,13791,ckn_alfredo_m,1,2015-08-18,13:26:20,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,August,Tuesday,False,13,Lunch,Standard
31235,13791,classic_dlx_m,1,2015-08-18,13:26:20,16.0,16.0,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,August,Tuesday,False,13,Lunch,Standard
31236,13791,four_cheese_l,1,2015-08-18,13:26:20,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,August,Tuesday,False,13,Lunch,Premium
31237,13791,four_cheese_m,1,2015-08-18,13:26:20,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,August,Tuesday,False,13,Lunch,Standard
31238,13791,pepperoni_l,1,2015-08-18,13:26:20,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,August,Tuesday,False,13,Lunch,Standard
31239,13791,southw_ckn_s,1,2015-08-18,13:26:20,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,13,Lunch,Standard
31240,13791,thai_ckn_m,1,2015-08-18,13:26:20,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,August,Tuesday,False,13,Lunch,Standard
31241,13792,big_meat_s,1,2015-08-18,13:26:35,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,August,Tuesday,False,13,Lunch,Budget
31242,13792,pepperoni_s,1,2015-08-18,13:26:35,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,August,Tuesday,False,13,Lunch,Budget
31243,13793,southw_ckn_s,1,2015-08-18,13:27:40,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,13,Lunch,Standard
31244,13793,veggie_veg_m,1,2015-08-18,13:27:40,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,August,Tuesday,False,13,Lunch,Standard
31245,13794,ital_cpcllo_l,1,2015-08-18,13:34:56,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,August,Tuesday,False,13,Lunch,Premium
31246,13795,cali_ckn_s,1,2015-08-18,13:57:30,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,13,Lunch,Standard
31247,13795,ckn_pesto_s,1,2015-08-18,13:57:30,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,August,Tuesday,False,13,Lunch,Standard
31248,13796,calabrese_m,1,2015-08-18,14:11:15,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,August,Tuesday,False,14,Lunch,Standard
31249,13796,four_cheese_l,1,2015-08-18,14:11:15,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,August,Tuesday,False,14,Lunch,Premium
31250,13797,four_cheese_l,1,2015-08-18,15:04:02,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,August,Tuesday,False,15,Afternoon,Premium
31251,13798,big_meat_s,1,2015-08-18,15:07:27,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,August,Tuesday,False,15,Afternoon,Budget
31252,13798,napolitana_m,1,2015-08-18,15:07:27,16.0,16.0,M,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,August,Tuesday,False,15,Afternoon,Standard
31253,13799,five_cheese_l,1,2015-08-18,15:09:10,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,August,Tuesday,False,15,Afternoon,Premium
31254,13799,pep_msh_pep_s,1,2015-08-18,15:09:10,11.0,11.0,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",August,Tuesday,False,15,Afternoon,Budget
31255,13799,prsc_argla_l,1,2015-08-18,15:09:10,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,August,Tuesday,False,15,Afternoon,Premium
31256,13799,southw_ckn_l,1,2015-08-18,15:09:10,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,15,Afternoon,Premium
31257,13800,soppressata_l,1,2015-08-18,15:23:09,20.75,20.75,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,August,Tuesday,False,15,Afternoon,Premium
31258,13800,southw_ckn_l,1,2015-08-18,15:23:09,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,15,Afternoon,Premium
31259,13800,the_greek_xl,1,2015-08-18,15:23:09,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,August,Tuesday,False,15,Afternoon,Premium
31260,13801,big_meat_s,1,2015-08-18,15:39:15,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,August,Tuesday,False,15,Afternoon,Budget
31261,13801,ital_supr_s,1,2015-08-18,15:39:15,12.5,12.5,S,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,August,Tuesday,False,15,Afternoon,Budget
31262,13801,peppr_salami_l,1,2015-08-18,15:39:15,20.75,20.75,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Tuesday,False,15,Afternoon,Premium
31263,13801,southw_ckn_m,1,2015-08-18,15:39:15,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,15,Afternoon,Standard
31264,13802,cali_ckn_l,1,2015-08-18,15:45:25,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,15,Afternoon,Premium
31265,13802,sicilian_m,1,2015-08-18,15:45:25,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,August,Tuesday,False,15,Afternoon,Standard
31266,13803,cali_ckn_m,1,2015-08-18,16:45:19,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,16,Afternoon,Standard
31267,13804,hawaiian_l,1,2015-08-18,16:51:23,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,August,Tuesday,False,16,Afternoon,Standard
31268,13805,ital_supr_m,1,2015-08-18,16:54:26,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,August,Tuesday,False,16,Afternoon,Standard
31269,13805,soppressata_m,1,2015-08-18,16:54:26,16.5,16.5,M,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,August,Tuesday,False,16,Afternoon,Standard
31270,13806,big_meat_s,1,2015-08-18,17:01:32,12.0,12.0,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,August,Tuesday,False,17,Afternoon,Budget
31271,13806,cali_ckn_m,1,2015-08-18,17:01:32,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,17,Afternoon,Standard
31272,13806,peppr_salami_s,1,2015-08-18,17:01:32,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,August,Tuesday,False,17,Afternoon,Budget
31273,13806,veggie_veg_m,1,2015-08-18,17:01:32,16.0,16.0,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,August,Tuesday,False,17,Afternoon,Standard
31274,13807,ckn_alfredo_m,1,2015-08-18,17:16:14,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,August,Tuesday,False,17,Afternoon,Standard
31275,13807,spicy_ital_l,1,2015-08-18,17:16:14,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,August,Tuesday,False,17,Afternoon,Premium
31276,13808,ital_supr_l,1,2015-08-18,17:17:51,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,August,Tuesday,False,17,Afternoon,Premium
31277,13808,mediterraneo_l,1,2015-08-18,17:17:51,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions",The Mediterranean Pizza,August,Tuesday,False,17,Afternoon,Premium
31278,13809,calabrese_m,1,2015-08-18,17:29:01,16.25,16.25,M,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic",The Calabrese Pizza,August,Tuesday,False,17,Afternoon,Standard
31279,13809,sicilian_s,1,2015-08-18,17:29:01,12.25,12.25,S,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,August,Tuesday,False,17,Afternoon,Budget
31280,13809,spin_pesto_l,1,2015-08-18,17:29:01,20.75,20.75,L,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,August,Tuesday,False,17,Afternoon,Premium
31281,13809,spin_pesto_s,1,2015-08-18,17:29:01,12.5,12.5,S,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce",The Spinach Pesto Pizza,August,Tuesday,False,17,Afternoon,Budget
31282,13810,cali_ckn_l,1,2015-08-18,17:30:41,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,August,Tuesday,False,17,Afternoon,Premium
31283,13810,four_cheese_m,1,2015-08-18,17:30:41,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,August,Tuesday,False,17,Afternoon,Standard
31284,13811,classic_dlx_s,1,2015-08-18,17:43:48,12.0,12.0,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,August,Tuesday,False,17,Afternoon,Budget
31285,13811,spicy_ital_l,1,2015-08-18,17:43:48,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,August,Tuesday,False,17,Afternoon,Premium
31286,13812,southw_ckn_l,1,2015-08-18,17:53:18,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,August,Tuesday,False,17,Afternoon,Premium
31287,13813,five_cheese_l,1,2015-08-18,17:59:31,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,August,Tuesday,False,17,Afternoon,Premium
31288,13813,ital_supr_m,1,2015-08-18,17:59:31,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,August,Tuesday,False,17,Afternoon,Standard
31289,13813,pepperoni_m,1,2015-08-18,17:59:31,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,August,Tuesday,False,17,Afternoon,Budget
